permutation,group,scope,task,ba
173,VisualCogB_Task-2,record,2,0.583011583011583
174,all,all,0,0.4762833008447044
174,task1,task,1,0.3985116938341602
174,task2,task,2,0.5549749779216956
174,VisualCogA_Task-1,record,1,0.4191860465116279
174,VisualCogA_Task-2,record,2,0.5256480970766685
174,VisualCogB_Task-1,record,1,0.37624584717607973
174,VisualCogB_Task-2,record,2,0.5862290862290862
175,all,all,0,0.4800194931773879
175,task1,task,1,0.5180014174344436
175,task2,task,2,0.4403885781571975
175,VisualCogA_Task-1,record,1,0.4683139534883721
175,VisualCogA_Task-2,record,2,0.34252619966905684
175,VisualCogB_Task-1,record,1,0.563953488372093
175,VisualCogB_Task-2,record,2,0.5489060489060489
176,all,all,0,0.5409356725146199
176,task1,task,1,0.5476966690290574
176,task2,task,2,0.5342949661465999
176,VisualCogA_Task-1,record,1,0.5459302325581395
176,VisualCogA_Task-2,record,2,0.5220628792057364
176,VisualCogB_Task-1,record,1,0.5539867109634552
176,VisualCogB_Task-2,record,2,0.5408622908622909
177,all,all,0,0.46539961013645226
177,task1,task,1,0.4702338766832034
177,task2,task,2,0.46040624080070647
177,VisualCogA_Task-1,record,1,0.4825581395348837
177,VisualCogA_Task-2,record,2,0.5490899062327634
177,VisualCogB_Task-1,record,1,0.4590254706533776
177,VisualCogB_Task-2,record,2,0.36776061776061775
178,all,all,0,0.5371994801819363
178,task1,task,1,0.5116938341601701
178,task2,task,2,0.5633647335884604
178,VisualCogA_Task-1,record,1,0.5915697674418605
178,VisualCogA_Task-2,record,2,0.5085493656922229
178,VisualCogB_Task-1,record,1,0.436046511627907
178,VisualCogB_Task-2,record,2,0.6203346203346203
179,all,all,0,0.4821312540610786
179,task1,task,1,0.48858965272856136
179,task2,task,2,0.47615543126287896
179,VisualCogA_Task-1,record,1,0.5174418604651163
179,VisualCogA_Task-2,record,2,0.45394373965802537
179,VisualCogB_Task-1,record,1,0.457641196013289
179,VisualCogB_Task-2,record,2,0.5019305019305019
180,all,all,0,0.5316764132553606
180,task1,task,1,0.5416725726435152
180,task2,task,2,0.5216367382984987
180,VisualCogA_Task-1,record,1,0.5273255813953488
180,VisualCogA_Task-2,record,2,0.5388858246001103
180,VisualCogB_Task-1,record,1,0.552048726467331
180,VisualCogB_Task-2,record,2,0.5067567567567568
181,all,all,0,0.48960363872644574
181,task1,task,1,0.5171509567682494
181,task2,task,2,0.46349720341477774
181,VisualCogA_Task-1,record,1,0.5523255813953488
181,VisualCogA_Task-2,record,2,0.49145063430777713
181,VisualCogB_Task-1,record,1,0.4831118493909192
181,VisualCogB_Task-2,record,2,0.4224581724581725
182,all,all,0,0.5017868745938922
182,task1,task,1,0.5068036853295534
182,task2,task,2,0.4947748012952605
182,VisualCogA_Task-1,record,1,0.5433139534883721
182,VisualCogA_Task-2,record,2,0.47821290678433537
182,VisualCogB_Task-1,record,1,0.4692691029900332
182,VisualCogB_Task-2,record,2,0.5083655083655083
183,all,all,0,0.4922027290448343
183,task1,task,1,0.45776045357902195
183,task2,task,2,0.5284810126582278
183,VisualCogA_Task-1,record,1,0.5281976744186047
183,VisualCogA_Task-2,record,2,0.5965250965250966
183,VisualCogB_Task-1,record,1,0.38870431893687707
183,VisualCogB_Task-2,record,2,0.45270270270270274
184,all,all,0,0.537037037037037
184,task1,task,1,0.4997873848334515
184,task2,task,2,0.5749926405652046
184,VisualCogA_Task-1,record,1,0.5183139534883721
184,VisualCogA_Task-2,record,2,0.5253723110865969
184,VisualCogB_Task-1,record,1,0.48283499446290146
184,VisualCogB_Task-2,record,2,0.6370656370656371
185,all,all,0,0.49252761533463285
185,task1,task,1,0.5303330970942594
185,task2,task,2,0.4525316455696202
185,VisualCogA_Task-1,record,1,0.5816860465116279
185,VisualCogA_Task-2,record,2,0.5358521787093216
185,VisualCogB_Task-1,record,1,0.482281284606866
185,VisualCogB_Task-2,record,2,0.35424710424710426
186,all,all,0,0.5238791423001949
186,task1,task,1,0.4755492558469171
186,task2,task,2,0.5729319988224905
186,VisualCogA_Task-1,record,1,0.5040697674418605
186,VisualCogA_Task-2,record,2,0.5733590733590734
186,VisualCogB_Task-1,record,1,0.4476744186046512
186,VisualCogB_Task-2,record,2,0.555984555984556
187,all,all,0,0.47742040285899934
187,task1,task,1,0.44585400425230337
187,task2,task,2,0.5110391521931116
187,VisualCogA_Task-1,record,1,0.3950581395348837
187,VisualCogA_Task-2,record,2,0.5049641478212907
187,VisualCogB_Task-1,record,1,0.49446290143964566
187,VisualCogB_Task-2,record,2,0.5154440154440154
188,all,all,0,0.513157894736842
188,task1,task,1,0.48214032600992207
188,task2,task,2,0.5443773918163085
188,VisualCogA_Task-1,record,1,0.49593023255813956
188,VisualCogA_Task-2,record,2,0.5223386651958081
188,VisualCogB_Task-1,record,1,0.47120708748615725
188,VisualCogB_Task-2,record,2,0.5543758043758044
189,all,all,0,0.4736842105263158
189,task1,task,1,0.42388377037562014
189,task2,task,2,0.5236973800412128
189,VisualCogA_Task-1,record,1,0.32877906976744187
189,VisualCogA_Task-2,record,2,0.48124655267512406
189,VisualCogB_Task-1,record,1,0.5163344407530455
189,VisualCogB_Task-2,record,2,0.5646718146718147
190,all,all,0,0.45825211176088365
190,task1,task,1,0.46591070163004966
190,task2,task,2,0.44826317338828375
190,VisualCogA_Task-1,record,1,0.4636627906976744
190,VisualCogA_Task-2,record,2,0.5322669608383894
190,VisualCogB_Task-1,record,1,0.4692691029900332
190,VisualCogB_Task-2,record,2,0.35263835263835264
191,all,all,0,0.4489928525016244
191,task1,task,1,0.42189936215450036
191,task2,task,2,0.47681778039446576
191,VisualCogA_Task-1,record,1,0.311046511627907
191,VisualCogA_Task-2,record,2,0.5355763927192498
191,VisualCogB_Task-1,record,1,0.5301771871539314
191,VisualCogB_Task-2,record,2,0.42342342342342343
192,all,all,0,0.5553931124106563
192,task1,task,1,0.6007795889440113
192,task2,task,2,0.5100088313217545
192,VisualCogA_Task-1,record,1,0.6031976744186047
192,VisualCogA_Task-2,record,2,0.47821290678433537
192,VisualCogB_Task-1,record,1,0.6010520487264673
192,VisualCogB_Task-2,record,2,0.5241312741312741
193,all,all,0,0.5021117608836907
193,task1,task,1,0.428632175761871
193,task2,task,2,0.5775684427435972
193,VisualCogA_Task-1,record,1,0.41017441860465115
193,VisualCogA_Task-2,record,2,0.5523993381136239
193,VisualCogB_Task-1,record,1,0.44712070874861576
193,VisualCogB_Task-2,record,2,0.6052123552123552
194,all,all,0,0.48310591293047433
194,task1,task,1,0.4402551381998583
194,task2,task,2,0.5269355313511922
194,VisualCogA_Task-1,record,1,0.48343023255813955
194,VisualCogA_Task-2,record,2,0.4407060121345836
194,VisualCogB_Task-1,record,1,0.4008859357696567
194,VisualCogB_Task-2,record,2,0.621943371943372
195,all,all,0,0.4811565951916829
195,task1,task,1,0.4881644223954642
195,task2,task,2,0.4746099499558434
195,VisualCogA_Task-1,record,1,0.5174418604651163
195,VisualCogA_Task-2,record,2,0.5353006067291781
195,VisualCogB_Task-1,record,1,0.4584717607973422
195,VisualCogB_Task-2,record,2,0.416988416988417
196,all,all,0,0.5229044834307992
196,task1,task,1,0.48844790928419557
196,task2,task,2,0.5575507801000883
196,VisualCogA_Task-1,record,1,0.49505813953488376
196,VisualCogA_Task-2,record,2,0.5019305019305019
196,VisualCogB_Task-1,record,1,0.48200442967884827
196,VisualCogB_Task-2,record,2,0.6036036036036037
197,all,all,0,0.5055230669265757
197,task1,task,1,0.495322466335932
197,task2,task,2,0.5137621430674124
197,VisualCogA_Task-1,record,1,0.436046511627907
197,VisualCogA_Task-2,record,2,0.5016547159404302
197,VisualCogB_Task-1,record,1,0.551218161683278
197,VisualCogB_Task-2,record,2,0.537001287001287
198,all,all,0,0.4910656270305393
198,task1,task,1,0.47682494684620835
198,task2,task,2,0.505740359140418
198,VisualCogA_Task-1,record,1,0.5156976744186047
198,VisualCogA_Task-2,record,2,0.5286817429674573
198,VisualCogB_Task-1,record,1,0.43327796234772975
198,VisualCogB_Task-2,record,2,0.4749034749034749
199,all,all,0,0.49171539961013644
199,task1,task,1,0.46378454996456414
199,task2,task,2,0.5206064174271416
199,VisualCogA_Task-1,record,1,0.3950581395348837
199,VisualCogA_Task-2,record,2,0.48841698841698844
199,VisualCogB_Task-1,record,1,0.5296234772978959
199,VisualCogB_Task-2,record,2,0.5408622908622909
